Source,Target,Type,Id,Label,Weight
1669p,349c,Undirected,193303,,2
1669p,352c,Undirected,193304,,1
1669p,389c,Undirected,193305,,3
1669p,430c,Undirected,193306,,1
166c,019c,Undirected,193307,,1
166c,312c,Undirected,193308,,1
166c,400c,Undirected,193309,,1
166c,569c,Undirected,193310,,1
1670p,096c,Undirected,193311,,1
1670p,338c,Undirected,193312,,1
1670p,346c,Undirected,193313,,1
1670p,404c,Undirected,193314,,1
1670p,430c,Undirected,193315,,1
1671p,1363p,Undirected,193316,,1
1671p,1585p,Undirected,193317,,1
1672p,1302p,Undirected,193318,,50
1673p,020c,Undirected,193319,,1
1673p,074c,Undirected,193320,,1
1673p,258p,Undirected,193321,,1
1673p,255c,Undirected,193322,,1
1673p,280c,Undirected,193323,,1
1673p,342c,Undirected,193324,,1
1673p,375c,Undirected,193325,,1
1673p,460c,Undirected,193326,,1
1676p,123c,Undirected,193327,,1
1676p,515c,Undirected,193328,,1
1676p,569c,Undirected,193329,,1
1677p,200c,Undirected,193330,,1
1677p,204c,Undirected,193331,,1
1677p,072c,Undirected,193332,,1
1677p,389c,Undirected,193333,,1
1677p,569c,Undirected,193334,,1
1678p,504c,Undirected,193335,,2
1679p,194p,Undirected,193336,,1
1679p,829p,Undirected,193337,,1
167c,199c,Undirected,193338,,3
167c,204c,Undirected,193339,,8
167c,011c,Undirected,193341,,1
167c,055c,Undirected,193342,,1
167c,311c,Undirected,193344,,1
167c,340c,Undirected,193345,,1
167c,346c,Undirected,193346,,5
167c,349c,Undirected,193347,,3
167c,389c,Undirected,193348,,4
167c,390c,Undirected,193349,,1
167c,392c,Undirected,193350,,4
167c,569c,Undirected,193351,,4
1680p,200c,Undirected,193352,,1
1680p,025c,Undirected,193353,,1
1680p,208c,Undirected,193354,,1
1680p,282c,Undirected,193355,,1
1680p,312c,Undirected,193356,,1
1680p,389c,Undirected,193357,,1
1680p,448c,Undirected,193358,,2
1680p,531c,Undirected,193359,,1
1680p,569c,Undirected,193360,,1
1681p,1311p,Undirected,193361,,1
1682p,018c,Undirected,193362,,1
1682p,410p,Undirected,193363,,1
1682p,185c,Undirected,193364,,1
1682p,695p,Undirected,193365,,1
1682p,250c,Undirected,193366,,1
1682p,292c,Undirected,193367,,1
1682p,1060p,Undirected,193368,,1
1682p,438c,Undirected,193369,,1
1682p,1762p,Undirected,193370,,1
1683p,248c,Undirected,193371,,3
1683p,1145p,Undirected,193372,,3
1683p,1258p,Undirected,193373,,3
1684p,312c,Undirected,193374,,4
1684p,1564p,Undirected,193375,,4
1685p,232p,Undirected,193376,,1
1685p,667p,Undirected,193377,,1
1685p,819p,Undirected,193378,,1
1685p,1584p,Undirected,193379,,1
1687p,083p,Undirected,193380,,4
1687p,125p,Undirected,193381,,4
1687p,202p,Undirected,193382,,4
1687p,806p,Undirected,193383,,4
1687p,973p,Undirected,193384,,4
1687p,1308p,Undirected,193385,,4
1687p,1339p,Undirected,193386,,4
1687p,1408p,Undirected,193387,,4
1687p,514c,Undirected,193388,,8
1688p,198c,Undirected,193390,,29
1688p,091c,Undirected,193391,,9
1688p,477p,Undirected,193392,,20
1688p,494p,Undirected,193393,,20
1688p,280c,Undirected,193394,,11
1688p,327c,Undirected,193395,,2
1688p,466c,Undirected,193397,,2
1688p,475c,Undirected,193398,,3
1688p,500c,Undirected,193399,,15
1688p,556c,Undirected,193400,,13
1689p,163p,Undirected,193401,,74
1689p,150c,Undirected,193402,,18
1689p,264c,Undirected,193403,,20
1689p,286c,Undirected,193404,,74
1689p,414c,Undirected,193405,,119
1689p,423c,Undirected,193406,,62
1689p,473c,Undirected,193407,,101
1689p,484c,Undirected,193408,,62
1689p,1598p,Undirected,193410,,74
1689p,1856p,Undirected,193411,,74
168c,518c,Undirected,193412,,17
1690p,1146p,Undirected,193413,,1
1693p,056c,Undirected,193414,,1
1693p,072c,Undirected,193415,,1
1693p,209p,Undirected,193416,,1
1693p,119c,Undirected,193417,,1
1693p,392c,Undirected,193418,,1
1694p,208c,Undirected,193419,,1
1694p,346c,Undirected,193420,,1
1694p,349c,Undirected,193421,,1
1694p,448c,Undirected,193422,,1
1695p,613p,Undirected,193423,,2
1695p,184p,Undirected,193424,,2
1696p,1621p,Undirected,193425,,3
1696p,1660p,Undirected,193426,,3
1698p,364p,Undirected,193427,,6
1698p,1864p,Undirected,193428,,6
1699p,105c,Undirected,193429,,4
1699p,1308p,Undirected,193430,,4
169c,164c,Undirected,193431,,1
169c,245c,Undirected,193432,,42
169c,387c,Undirected,193433,,21
169c,389c,Undirected,193434,,1
169p,878p,Undirected,193435,,1
169p,560c,Undirected,193436,,1
1700p,243p,Undirected,193437,,2
1700p,458p,Undirected,193438,,2
1700p,400c,Undirected,193439,,2
1700p,1158p,Undirected,193440,,2
1700p,427c,Undirected,193441,,2
1700p,531c,Undirected,193442,,2
1701p,1581p,Undirected,193443,,5
1702p,192p,Undirected,193444,,1
1702p,209c,Undirected,193445,,1
1702p,049p,Undirected,193446,,1
1702p,389c,Undirected,193447,,1
1702p,515c,Undirected,193448,,1
1703p,015c,Undirected,193449,,60
1703p,030c,Undirected,193450,,4
1703p,110c,Undirected,193451,,4
1703p,364p,Undirected,193452,,6
1703p,246c,Undirected,193453,,64
1703p,097c,Undirected,193454,,4
1703p,1731p,Undirected,193455,,4
1704p,061c,Undirected,193456,,5
1704p,129c,Undirected,193457,,5
1704p,420c,Undirected,193458,,5
1704p,533c,Undirected,193459,,5
1704p,554c,Undirected,193460,,5
1705p,056c,Undirected,193461,,1
1705p,492p,Undirected,193462,,1
1705p,285c,Undirected,193463,,1
1705p,346c,Undirected,193464,,2
1705p,349c,Undirected,193465,,1
1705p,352c,Undirected,193466,,1
1705p,389c,Undirected,193467,,1
1705p,1247p,Undirected,193468,,2
1705p,1432p,Undirected,193469,,1
1705p,481c,Undirected,193470,,1
1705p,569c,Undirected,193471,,1
1706p,192p,Undirected,193472,,1
1706p,204c,Undirected,193473,,1
1706p,082c,Undirected,193474,,1
1706p,327p,Undirected,193475,,1
1706p,115c,Undirected,193476,,1
1706p,120c,Undirected,193477,,1
1706p,528p,Undirected,193478,,1
1706p,186c,Undirected,193479,,1
1706p,197c,Undirected,193480,,1
1706p,346c,Undirected,193481,,1
1706p,983p,Undirected,193482,,1
1706p,389c,Undirected,193483,,1
1706p,427c,Undirected,193484,,1
1706p,481c,Undirected,193485,,1
1707p,247p,Undirected,193486,,1
1707p,743p,Undirected,193487,,1
1707p,830p,Undirected,193488,,1
1707p,879p,Undirected,193489,,1
1707p,1603p,Undirected,193490,,3
1707p,534c,Undirected,193491,,3
1707p,1714p,Undirected,193492,,1
1708p,511p,Undirected,193493,,1
1708p,720p,Undirected,193494,,1
1708p,1212p,Undirected,193495,,1
1708p,1260p,Undirected,193496,,1
1708p,1493p,Undirected,193497,,2
1709p,105c,Undirected,193498,,1
170c,164c,Undirected,193499,,2
170c,390c,Undirected,193500,,1
170p,276p,Undirected,193501,,3
170p,248c,Undirected,193502,,2
170p,1728p,Undirected,193503,,3
1710p,830p,Undirected,193504,,1
1710p,1790p,Undirected,193505,,1
1711p,231c,Undirected,193506,,2
1711p,068c,Undirected,193507,,2
1711p,077c,Undirected,193508,,1
1711p,078c,Undirected,193509,,1
1711p,082c,Undirected,193510,,1
1711p,087c,Undirected,193511,,1
1711p,528p,Undirected,193512,,1
1711p,733p,Undirected,193513,,4
1711p,250c,Undirected,193514,,1
1711p,352c,Undirected,193515,,1
1711p,379c,Undirected,193516,,1
1711p,390c,Undirected,193517,,1
1711p,458c,Undirected,193518,,2
1711p,1286p,Undirected,193519,,2
1711p,549c,Undirected,193520,,2
1713p,229c,Undirected,193521,,2
1713p,248c,Undirected,193522,,1
1713p,284c,Undirected,193523,,1
1714p,323p,Undirected,193524,,2
1714p,361p,Undirected,193525,,1
1714p,141c,Undirected,193526,,1
1714p,541p,Undirected,193527,,1
1714p,591p,Undirected,193528,,1
1714p,626p,Undirected,193529,,1
1714p,778p,Undirected,193530,,1
1714p,790p,Undirected,193531,,2
1714p,369c,Undirected,193532,,1
1714p,1439p,Undirected,193533,,1
1714p,1490p,Undirected,193535,,1
1714p,1715p,Undirected,193536,,1
1714p,1864p,Undirected,193537,,1
1715p,323p,Undirected,193538,,2
1715p,361p,Undirected,193539,,1
1715p,141c,Undirected,193540,,1
1715p,591p,Undirected,193541,,1
1715p,626p,Undirected,193542,,1
1715p,790p,Undirected,193543,,1
1715p,369c,Undirected,193544,,1
1715p,1864p,Undirected,193545,,1
1716p,200c,Undirected,193546,,3
1716p,204c,Undirected,193547,,2
1716p,217c,Undirected,193548,,1
1716p,231c,Undirected,193549,,2
1716p,011c,Undirected,193550,,1
1716p,025c,Undirected,193551,,1
1716p,043c,Undirected,193552,,7
1716p,056c,Undirected,193553,,1
1716p,058c,Undirected,193554,,1
1716p,072c,Undirected,193555,,1
1716p,108c,Undirected,193556,,2
1716p,164c,Undirected,193557,,3
1716p,250c,Undirected,193558,,5
1716p,267c,Undirected,193559,,3
1716p,272c,Undirected,193560,,2
1716p,285c,Undirected,193561,,2
1716p,303c,Undirected,193562,,1
1716p,311c,Undirected,193563,,2
1716p,330c,Undirected,193564,,2
1716p,346c,Undirected,193565,,1
1716p,348c,Undirected,193566,,1
1716p,349c,Undirected,193567,,6
1716p,352c,Undirected,193568,,1
1716p,377c,Undirected,193569,,1
1716p,389c,Undirected,193570,,8
1716p,392c,Undirected,193571,,2
1716p,400c,Undirected,193572,,1
1716p,427c,Undirected,193573,,2
1716p,1334p,Undirected,193574,,9
1716p,481c,Undirected,193575,,2
1716p,531c,Undirected,193576,,1
1716p,301c,Undirected,193577,,2
1716p,569c,Undirected,193578,,3
1717p,197c,Undirected,193579,,1
1717p,216c,Undirected,193580,,1
1717p,282c,Undirected,193581,,1
1717p,311c,Undirected,193582,,1
1717p,1329p,Undirected,193583,,1
1717p,470c,Undirected,193584,,1
1718p,225p,Undirected,193585,,1
1718p,346c,Undirected,193586,,1
1719p,1508p,Undirected,193587,,1
171c,058c,Undirected,193588,,1
171c,120c,Undirected,193589,,1
171c,260c,Undirected,193590,,1
171c,352c,Undirected,193591,,3
171c,542c,Undirected,193592,,1
171c,549c,Undirected,193593,,1
171c,569c,Undirected,193594,,3
1722p,715p,Undirected,193595,,1
1723p,200c,Undirected,193596,,2
1723p,021c,Undirected,193597,,1
1723p,032c,Undirected,193598,,1
1723p,045c,Undirected,193599,,1
1723p,123p,Undirected,193600,,1
1723p,128p,Undirected,193601,,1
1723p,077c,Undirected,193602,,1
1723p,080c,Undirected,193603,,1
1723p,085c,Undirected,193604,,1
1723p,087c,Undirected,193605,,1
1723p,105c,Undirected,193606,,1
1723p,288p,Undirected,193607,,2
1723p,733p,Undirected,193608,,1
1723p,250c,Undirected,193609,,1
1723p,789p,Undirected,193610,,1
1723p,329c,Undirected,193611,,1
1723p,352c,Undirected,193612,,1
1723p,386c,Undirected,193613,,1
1723p,1065p,Undirected,193614,,1
1723p,390c,Undirected,193615,,1
1723p,395c,Undirected,193616,,2
1723p,1264p,Undirected,193617,,1
1723p,446c,Undirected,193618,,1
1723p,1286p,Undirected,193619,,1
1723p,1458p,Undirected,193620,,2
1723p,1473p,Undirected,193621,,1
1723p,487c,Undirected,193622,,1
1723p,1711p,Undirected,193623,,1
1723p,565c,Undirected,193624,,1
1723p,569c,Undirected,193625,,3
1727p,229c,Undirected,193626,,2
1727p,1913p,Undirected,193627,,2
1727p,1045p,Undirected,193628,,2
1727p,1094p,Undirected,193629,,2
1728p,108c,Undirected,193630,,1
1728p,338p,Undirected,193631,,1
1728p,248c,Undirected,193632,,2
1728p,260c,Undirected,193633,,1
1728p,346c,Undirected,193634,,1
1728p,1237p,Undirected,193635,,1
1729p,199c,Undirected,193636,,1
1729p,073c,Undirected,193637,,1
1729p,581p,Undirected,193638,,1
1729p,346c,Undirected,193639,,1
1729p,349c,Undirected,193640,,1
172c,033c,Undirected,193641,,1
172c,108c,Undirected,193642,,2
172c,267c,Undirected,193643,,1
172c,272c,Undirected,193644,,1
172c,275c,Undirected,193645,,1
172p,570p,Undirected,193646,,2
172p,591p,Undirected,193647,,2
1730p,1802p,Undirected,193648,,1
1731p,030c,Undirected,193649,,4
1731p,110c,Undirected,193650,,4
1731p,364p,Undirected,193651,,4
1731p,246c,Undirected,193652,,4
1731p,097c,Undirected,193653,,4
1732p,098c,Undirected,193654,,3
1732p,240c,Undirected,193655,,3
1733p,068c,Undirected,193656,,1
1733p,120c,Undirected,193657,,1
1733p,226c,Undirected,193658,,1
1733p,248c,Undirected,193659,,1
1733p,250c,Undirected,193660,,1
1733p,553c,Undirected,193661,,1
1734p,206c,Undirected,193662,,2
1734p,839p,Undirected,193663,,2
1735p,056c,Undirected,193664,,1
1735p,528p,Undirected,193665,,1
1735p,164c,Undirected,193666,,1
1735p,317c,Undirected,193667,,1
1736p,346c,Undirected,193668,,1
1737p,120c,Undirected,193669,,1
1737p,236c,Undirected,193670,,1
1737p,285c,Undirected,193671,,1
1737p,446c,Undirected,193672,,1
1737p,492c,Undirected,193673,,1
1737p,508c,Undirected,193674,,1
1738p,217c,Undirected,193675,,1
1738p,025c,Undirected,193676,,1
1738p,248c,Undirected,193677,,1
1738p,346c,Undirected,193678,,1
1739p,213p,Undirected,193679,,14
1739p,374p,Undirected,193680,,14
1739p,690p,Undirected,193681,,14
1739p,1174p,Undirected,193682,,14
173c,217c,Undirected,193683,,1
173c,229c,Undirected,193684,,1
1740p,1100p,Undirected,193685,,1
1740p,1288p,Undirected,193686,,1
1741p,329p,Undirected,193687,,2
1741p,403p,Undirected,193688,,2
1741p,468p,Undirected,193689,,2
1741p,930p,Undirected,193690,,2
1741p,936p,Undirected,193691,,1
1741p,1192p,Undirected,193692,,2
1743p,212c,Undirected,193694,,5
1743p,229c,Undirected,193695,,2
1743p,231c,Undirected,193696,,5
1743p,019c,Undirected,193697,,1
1743p,121p,Undirected,193698,,11
1743p,124p,Undirected,193699,,5
1743p,318p,Undirected,193700,,1
1743p,467p,Undirected,193701,,5
1743p,526p,Undirected,193702,,11
1743p,588p,Undirected,193703,,5
1743p,688p,Undirected,193704,,2
1743p,759p,Undirected,193705,,6
1743p,768p,Undirected,193706,,2
1743p,284c,Undirected,193707,,6
1743p,783p,Undirected,193708,,1
1743p,337c,Undirected,193709,,5
1743p,927p,Undirected,193710,,5
1743p,1267p,Undirected,193711,,5
1743p,1286p,Undirected,193712,,5
1743p,470c,Undirected,193713,,5
1743p,1573p,Undirected,193714,,6
1743p,1643p,Undirected,193715,,2
1744p,229c,Undirected,193716,,3
1744p,1111p,Undirected,193717,,3
1745p,013c,Undirected,193718,,1
1745p,141c,Undirected,193719,,1
1745p,534p,Undirected,193720,,1
1745p,1302p,Undirected,193721,,1
1745p,1455p,Undirected,193722,,2
1745p,1714p,Undirected,193723,,1
1745p,547c,Undirected,193724,,1
1745p,1858p,Undirected,193725,,1
1746p,537c,Undirected,193726,,1
1747p,072c,Undirected,193727,,2
1747p,077c,Undirected,193728,,1
1747p,354p,Undirected,193729,,2
1747p,417p,Undirected,193730,,2
1747p,365c,Undirected,193731,,2
1747p,441c,Undirected,193732,,2
1747p,1399p,Undirected,193733,,2
1747p,531c,Undirected,193734,,2
1748p,389c,Undirected,193735,,1
1748p,515c,Undirected,193736,,1
1749p,234c,Undirected,193737,,2
1749p,311c,Undirected,193738,,2
1749p,1758p,Undirected,193739,,2
1751p,204c,Undirected,193740,,1
1751p,217c,Undirected,193741,,1
1751p,021c,Undirected,193742,,1
1751p,105c,Undirected,193743,,1
1751p,119c,Undirected,193744,,1
1751p,349c,Undirected,193745,,2
1751p,481c,Undirected,193746,,1
1751p,515c,Undirected,193747,,1
1751p,531c,Undirected,193748,,1
1751p,1717p,Undirected,193749,,2
1752p,311c,Undirected,193750,,1
1752p,346c,Undirected,193751,,1
1752p,389c,Undirected,193752,,1
1752p,448c,Undirected,193753,,1
1753p,056c,Undirected,193754,,1
1753p,072c,Undirected,193755,,1
1753p,306c,Undirected,193756,,1
1754p,200c,Undirected,193757,,1
1754p,389c,Undirected,193758,,1
1754p,555c,Undirected,193759,,2
1755p,199c,Undirected,193760,,1
1755p,346c,Undirected,193761,,1
1755p,389c,Undirected,193762,,1
1755p,515c,Undirected,193763,,1
1755p,569c,Undirected,193764,,1
1756p,031c,Undirected,193765,,1
1756p,294c,Undirected,193766,,1
1756p,444c,Undirected,193767,,1
1756p,531c,Undirected,193768,,1
1758p,234c,Undirected,193769,,2
1758p,311c,Undirected,193770,,2
1759p,535c,Undirected,193771,,13
175c,008c,Undirected,193772,,1
175c,052c,Undirected,193773,,1
175c,123c,Undirected,193774,,1
175c,270c,Undirected,193775,,1
175p,625p,Undirected,193776,,1
1760p,1902p,Undirected,193777,,7
1760p,1122p,Undirected,193778,,7
1760p,1785p,Undirected,193779,,7
1761p,255p,Undirected,193780,,15
1761p,383p,Undirected,193781,,15
1761p,286c,Undirected,193782,,15
1762p,204c,Undirected,193783,,1
1762p,018c,Undirected,193785,,1
1762p,019c,Undirected,193786,,1
1762p,020c,Undirected,193787,,1
1762p,045c,Undirected,193788,,1
1762p,056c,Undirected,193789,,2
1762p,063c,Undirected,193790,,1
1762p,069c,Undirected,193791,,1
1762p,074c,Undirected,193792,,1
1762p,215p,Undirected,193793,,1
1762p,080c,Undirected,193794,,1
1762p,218p,Undirected,193795,,1
1762p,258p,Undirected,193796,,2
1762p,322p,Undirected,193797,,1
1762p,358p,Undirected,193798,,1
1762p,115c,Undirected,193799,,1
1762p,410p,Undirected,193800,,3
1762p,177c,Undirected,193801,,1
1762p,185c,Undirected,193802,,1
1762p,190c,Undirected,193803,,1
1762p,223c,Undirected,193804,,1
1762p,226c,Undirected,193805,,2
1762p,695p,Undirected,193806,,4
1762p,241c,Undirected,193807,,1
1762p,250c,Undirected,193808,,1
1762p,277c,Undirected,193809,,1
1762p,789p,Undirected,193810,,1
1762p,285c,Undirected,193811,,1
1762p,292c,Undirected,193812,,1
1762p,307c,Undirected,193813,,1
1762p,881p,Undirected,193814,,1
1762p,392c,Undirected,193816,,1
1762p,425c,Undirected,193817,,1
1762p,436c,Undirected,193818,,2
1762p,438c,Undirected,193820,,1
1762p,1252p,Undirected,193821,,4
1762p,446c,Undirected,193822,,1
1762p,460c,Undirected,193823,,1
1762p,1285p,Undirected,193824,,1
1762p,461c,Undirected,193825,,1
1762p,471c,Undirected,193826,,1
1762p,1469p,Undirected,193827,,1
1762p,521c,Undirected,193829,,1
1762p,1673p,Undirected,193830,,1
1762p,1838p,Undirected,193831,,1
1762p,558c,Undirected,193832,,1
1762p,569c,Undirected,193833,,2
1763p,049c,Undirected,193834,,4
1763p,1035p,Undirected,193835,,5
1763p,1286p,Undirected,193836,,5
1763p,1450p,Undirected,193837,,5
1763p,569c,Undirected,193838,,5
1764p,891p,Undirected,193839,,2
1764p,389c,Undirected,193840,,2
1764p,509c,Undirected,193841,,2
1764p,513c,Undirected,193842,,2
1765p,148c,Undirected,193843,,3
1765p,759p,Undirected,193844,,3
1765p,400c,Undirected,193845,,3
1766p,199c,Undirected,193846,,1
1766p,204c,Undirected,193847,,1
1766p,373c,Undirected,193848,,1
1766p,531c,Undirected,193849,,1
1767p,623p,Undirected,193850,,1
1767p,323p,Undirected,193851,,1
1767p,388p,Undirected,193852,,28
1767p,496p,Undirected,193853,,1
1767p,591p,Undirected,193854,,1
1767p,771p,Undirected,193855,,1
1767p,807p,Undirected,193856,,28
1767p,849p,Undirected,193857,,17
1767p,961p,Undirected,193858,,17
1767p,1067p,Undirected,193859,,1
1767p,1140p,Undirected,193860,,1
1767p,1391p,Undirected,193861,,1
1767p,1532p,Undirected,193862,,1
1767p,1603p,Undirected,193863,,1
1767p,1662p,Undirected,193864,,17
1767p,1663p,Undirected,193865,,17
1768p,308c,Undirected,193866,,1
176c,217c,Undirected,193867,,1
176c,311c,Undirected,193868,,1
176c,352c,Undirected,193869,,1
1770p,493c,Undirected,193870,,2
1771p,426c,Undirected,193871,,13
1773p,011c,Undirected,193872,,2
1773p,148c,Undirected,193873,,3
1773p,248c,Undirected,193874,,2
1773p,250c,Undirected,193875,,2
1773p,759p,Undirected,193876,,3
1773p,1030p,Undirected,193877,,3
1773p,400c,Undirected,193878,,3
1773p,1460p,Undirected,193879,,3
1773p,496c,Undirected,193880,,2
1773p,1765p,Undirected,193881,,3
1774p,209c,Undirected,193882,,1
1774p,058c,Undirected,193883,,1
1774p,065c,Undirected,193884,,1
1774p,311c,Undirected,193885,,1
1774p,569c,Undirected,193886,,1
1775p,203c,Undirected,193887,,3
1775p,982p,Undirected,193888,,3
1776p,1583p,Undirected,193889,,1
1778p,169c,Undirected,193890,,1
1778p,298c,Undirected,193891,,50
1779p,410p,Undirected,193892,,34
1779p,126c,Undirected,193893,,34
1779p,507p,Undirected,193894,,17
1779p,168c,Undirected,193895,,17
1779p,169c,Undirected,193896,,103
1779p,174c,Undirected,193897,,55
1779p,245c,Undirected,193898,,135
1779p,366c,Undirected,193899,,74
1779p,332p,Undirected,193900,,169
1779p,1494p,Undirected,193901,,34
1779p,518c,Undirected,193902,,17
177p,564p,Undirected,193903,,1
1781p,274c,Undirected,193904,,55
1782p,229c,Undirected,193905,,6
1782p,688p,Undirected,193906,,6
1782p,120p,Undirected,193907,,5
1782p,309p,Undirected,193908,,5
1782p,709p,Undirected,193909,,1
1782p,1102p,Undirected,193910,,1
1782p,1569p,Undirected,193911,,5
1784p,015p,Undirected,193912,,4
1784p,028p,Undirected,193913,,15
1784p,451p,Undirected,193914,,1
1784p,743p,Undirected,193915,,1
1784p,252c,Undirected,193916,,1
1784p,918p,Undirected,193917,,1
1784p,940p,Undirected,193918,,4
1784p,1067p,Undirected,193919,,1
1784p,1168p,Undirected,193920,,4
1784p,1225p,Undirected,193921,,1
1785p,1902p,Undirected,193922,,7
1785p,1122p,Undirected,193923,,7
1787p,112p,Undirected,193924,,32
1787p,261p,Undirected,193925,,32
1787p,521c,Undirected,193926,,32
1788p,361p,Undirected,193927,,1
1788p,411p,Undirected,193928,,1
1788p,626p,Undirected,193929,,2
1788p,739p,Undirected,193930,,1
1788p,904p,Undirected,193931,,3
1788p,1015p,Undirected,193932,,1
1788p,1067p,Undirected,193933,,1
1788p,544c,Undirected,193934,,4
1789p,496p,Undirected,193935,,2
1789p,520p,Undirected,193936,,2
1789p,744p,Undirected,193937,,2
1789p,1496p,Undirected,193938,,2
1789p,1812p,Undirected,193939,,2
178p,199c,Undirected,193940,,1
178p,119c,Undirected,193941,,1
178p,164c,Undirected,193942,,1
178p,1334p,Undirected,193943,,1
1790p,151p,Undirected,193945,,1
1790p,176p,Undirected,193946,,1
1790p,517p,Undirected,193947,,2
1790p,736p,Undirected,193948,,1
1790p,246c,Undirected,193949,,1
1790p,1455p,Undirected,193950,,1
1792p,006p,Undirected,193951,,5
1792p,388p,Undirected,193952,,8
1792p,807p,Undirected,193953,,8
1792p,1150p,Undirected,193954,,8
1792p,1362p,Undirected,193955,,8
1792p,1767p,Undirected,193956,,8
1792p,1882p,Undirected,193957,,5
1793p,047c,Undirected,193958,,1
1793p,352c,Undirected,193959,,1
1795p,380p,Undirected,193960,,2
1796p,200c,Undirected,193961,,1
1796p,103c,Undirected,193962,,1
1796p,349c,Undirected,193963,,1
1798p,200c,Undirected,193964,,2
1798p,083p,Undirected,193965,,2
1798p,603p,Undirected,193966,,1
1798p,249c,Undirected,193967,,2
1798p,250c,Undirected,193968,,2
1798p,303c,Undirected,193969,,2
1798p,311c,Undirected,193970,,1
1798p,349c,Undirected,193971,,1
1798p,352c,Undirected,193972,,1
1798p,389c,Undirected,193973,,3
1798p,422c,Undirected,193974,,1
1798p,427c,Undirected,193975,,5
1798p,569c,Undirected,193977,,2
1799p,742p,Undirected,193978,,16
1799p,1315p,Undirected,193979,,16
1799p,1827p,Undirected,193980,,16
179c,217c,Undirected,193981,,1
179c,058c,Undirected,193982,,1
179c,282c,Undirected,193983,,1
179c,346c,Undirected,193984,,1
179p,217c,Undirected,193985,,2
179p,068p,Undirected,193986,,2
179p,125c,Undirected,193987,,2
179p,315c,Undirected,193988,,2
179p,388c,Undirected,193989,,2
1800p,468p,Undirected,193990,,1
1800p,1393p,Undirected,193991,,1
1801p,199c,Undirected,193992,,1
1801p,050c,Undirected,193993,,2
1801p,072c,Undirected,193995,,1
1801p,077c,Undirected,193996,,1
1801p,277c,Undirected,193997,,1
1801p,336c,Undirected,193998,,2
1801p,352c,Undirected,194000,,3
1801p,389c,Undirected,194003,,1
1801p,415c,Undirected,194004,,1
1804p,079c,Undirected,194005,,27
1805p,386p,Undirected,194006,,2
1805p,368c,Undirected,194007,,2
1805p,374c,Undirected,194008,,2
1805p,1331p,Undirected,194009,,2
1808p,1000p,Undirected,194010,,10
1808p,369c,Undirected,194011,,10
1809p,217c,Undirected,194012,,1
1809p,107p,Undirected,194013,,1
1809p,258p,Undirected,194014,,1
1809p,358p,Undirected,194015,,1
1809p,481p,Undirected,194016,,1
1809p,352c,Undirected,194017,,1
1809p,1443p,Undirected,194018,,1
1809p,1447p,Undirected,194019,,1
1809p,569c,Undirected,194020,,1
1810p,056c,Undirected,194021,,1
1810p,224p,Undirected,194022,,1
1810p,589p,Undirected,194023,,1
1810p,637p,Undirected,194024,,1
1810p,1018p,Undirected,194025,,1
1811p,013c,Undirected,194026,,1
1811p,101p,Undirected,194027,,1
1811p,141c,Undirected,194028,,1
1811p,720p,Undirected,194029,,7
1811p,252c,Undirected,194030,,5
1811p,288c,Undirected,194031,,1
1811p,411c,Undirected,194032,,5
1811p,1225p,Undirected,194033,,1
1811p,1439p,Undirected,194034,,6
1811p,1648p,Undirected,194035,,3
1811p,534c,Undirected,194036,,2
1811p,1745p,Undirected,194037,,1
1811p,1790p,Undirected,194038,,1
1811p,547c,Undirected,194039,,23
1811p,1876p,Undirected,194040,,6
1812p,207p,Undirected,194041,,1
1812p,496p,Undirected,194042,,2
1812p,520p,Undirected,194043,,2
1812p,744p,Undirected,194044,,2
1812p,1281p,Undirected,194045,,1
1812p,1496p,Undirected,194046,,2
1813p,212c,Undirected,194047,,1
1813p,217c,Undirected,194048,,1
1813p,078c,Undirected,194049,,1
1813p,123c,Undirected,194050,,4
1813p,172c,Undirected,194051,,1
1813p,226c,Undirected,194052,,1
1813p,248c,Undirected,194053,,1
1813p,261c,Undirected,194054,,1
1813p,309c,Undirected,194055,,1
1813p,311c,Undirected,194056,,1
1813p,370c,Undirected,194057,,4
1813p,481c,Undirected,194058,,2
1813p,569c,Undirected,194059,,1
1814p,852p,Undirected,194060,,3
1814p,904p,Undirected,194061,,3
1814p,1788p,Undirected,194062,,3
1814p,544c,Undirected,194063,,3
1815p,245c,Undirected,194064,,135
1815p,332p,Undirected,194065,,135
1815p,1779p,Undirected,194066,,135
1816p,218p,Undirected,194067,,1
1816p,495p,Undirected,194068,,1
1816p,1176p,Undirected,194069,,1
1816p,1249p,Undirected,194070,,1
1816p,1320p,Undirected,194071,,1
1817p,251p,Undirected,194072,,20
1817p,510c,Undirected,194073,,20
1818p,245c,Undirected,194074,,44
1818p,777p,Undirected,194075,,44
1819p,189p,Undirected,194076,,3
1819p,1621p,Undirected,194077,,3
1819p,1660p,Undirected,194078,,3
1819p,1696p,Undirected,194079,,3
1820p,026p,Undirected,194080,,1
1821p,164c,Undirected,194081,,2
1821p,170c,Undirected,194082,,2
1821p,220c,Undirected,194083,,2
1821p,427c,Undirected,194084,,2
1821p,1286p,Undirected,194085,,2
1821p,532c,Undirected,194086,,2
1822p,252c,Undirected,194087,,2
1822p,778p,Undirected,194088,,2
1822p,1636p,Undirected,194089,,2
1824p,546p,Undirected,194090,,1
1825p,056c,Undirected,194091,,1
