Source,Target,Type,Id,Label,Weight
1341p,307c,Undirected,191641,,1
1341p,833p,Undirected,191642,,1
1341p,311c,Undirected,191643,,3
1341p,312c,Undirected,191644,,1
1341p,881p,Undirected,191645,,1
1341p,884p,Undirected,191646,,2
1341p,317c,Undirected,191647,,1
1341p,329c,Undirected,191648,,1
1341p,331c,Undirected,191649,,1
1341p,332c,Undirected,191650,,1
1341p,339c,Undirected,191651,,1
1341p,342c,Undirected,191652,,3
1341p,346c,Undirected,191653,,14
1341p,956p,Undirected,191654,,1
1341p,352c,Undirected,191655,,10
1341p,959p,Undirected,191656,,1
1341p,976p,Undirected,191657,,1
1341p,977p,Undirected,191658,,1
1341p,985p,Undirected,191659,,1
1341p,988p,Undirected,191660,,1
1341p,367c,Undirected,191661,,1
1341p,998p,Undirected,191662,,1
1341p,999p,Undirected,191663,,1
1341p,1002p,Undirected,191664,,1
1341p,1005p,Undirected,191665,,1
1341p,375c,Undirected,191666,,3
1341p,1020p,Undirected,191667,,1
1341p,379c,Undirected,191668,,1
1341p,387c,Undirected,191669,,1
1341p,1065p,Undirected,191670,,4
1341p,389c,Undirected,191671,,7
1341p,390c,Undirected,191672,,7
1341p,1077p,Undirected,191674,,1
1341p,392c,Undirected,191675,,1
1341p,397c,Undirected,191676,,1
1341p,1091p,Undirected,191677,,1
1341p,400c,Undirected,191678,,2
1341p,1098p,Undirected,191679,,2
1341p,403c,Undirected,191680,,1
1341p,1112p,Undirected,191681,,2
1341p,1121p,Undirected,191682,,1
1341p,1128p,Undirected,191683,,1
1341p,1130p,Undirected,191684,,2
1341p,1153p,Undirected,191685,,1
1341p,422c,Undirected,191686,,2
1341p,1164p,Undirected,191687,,1
1341p,1166p,Undirected,191688,,1
1341p,424c,Undirected,191689,,1
1341p,1182p,Undirected,191690,,1
1341p,1183p,Undirected,191691,,1
1341p,1185p,Undirected,191692,,2
1341p,427c,Undirected,191693,,2
1341p,430c,Undirected,191694,,1
1341p,443c,Undirected,191695,,1
1341p,1263p,Undirected,191696,,2
1341p,1264p,Undirected,191697,,1
1341p,451c,Undirected,191698,,1
1341p,460c,Undirected,191699,,1
1341p,1285p,Undirected,191700,,1
1341p,461c,Undirected,191701,,1
1341p,1392p,Undirected,191702,,1
1341p,470c,Undirected,191703,,1
1341p,1425p,Undirected,191704,,1
1341p,1431p,Undirected,191705,,1
1341p,481c,Undirected,191706,,8
1341p,1443p,Undirected,191707,,1
1341p,1447p,Undirected,191708,,3
1341p,1464p,Undirected,191709,,1
1341p,1469p,Undirected,191710,,1
1341p,1942p,Undirected,191711,,1
1341p,488c,Undirected,191712,,1
1341p,1475p,Undirected,191713,,1
1341p,496c,Undirected,191714,,1
1341p,1589p,Undirected,191715,,2
1341p,508c,Undirected,191716,,1
1341p,1604p,Undirected,191717,,1
1341p,1608p,Undirected,191718,,2
1341p,513c,Undirected,191719,,2
1341p,514c,Undirected,191720,,2
1341p,1627p,Undirected,191721,,4
1341p,1644p,Undirected,191722,,1
1341p,1666p,Undirected,191723,,1
1341p,1673p,Undirected,191724,,3
1341p,525c,Undirected,191725,,1
1341p,526c,Undirected,191726,,1
1341p,528c,Undirected,191727,,1
1341p,531c,Undirected,191728,,2
1341p,1706p,Undirected,191729,,1
1341p,1711p,Undirected,191730,,1
1341p,1723p,Undirected,191731,,1
1341p,1749p,Undirected,191732,,2
1341p,1758p,Undirected,191733,,2
1341p,1762p,Undirected,191734,,4
1341p,540c,Undirected,191735,,1
1341p,542c,Undirected,191736,,1
1341p,1809p,Undirected,191737,,2
1341p,1813p,Undirected,191738,,3
1341p,552c,Undirected,191739,,1
1341p,1829p,Undirected,191740,,1
1341p,1833p,Undirected,191741,,1
1341p,1838p,Undirected,191742,,1
1341p,558c,Undirected,191743,,1
1341p,1846p,Undirected,191744,,1
1341p,1851p,Undirected,191745,,1
1341p,1854p,Undirected,191746,,2
1341p,301c,Undirected,191747,,1
1341p,565c,Undirected,191748,,1
1341p,566c,Undirected,191749,,1
1341p,568c,Undirected,191750,,1
1341p,569c,Undirected,191751,,24
1341p,1892p,Undirected,191752,,1
1342p,063c,Undirected,191753,,2
1342p,297c,Undirected,191754,,2
1342p,1551p,Undirected,191755,,2
1343p,346c,Undirected,191756,,1
1343p,1736p,Undirected,191757,,1
1344p,438p,Undirected,191758,,30
1345p,1344p,Undirected,191759,,15
1348p,047c,Undirected,191760,,2
1348p,248c,Undirected,191761,,2
1348p,311c,Undirected,191762,,2
1349p,297c,Undirected,191763,,1
1349p,569c,Undirected,191764,,1
134c,199c,Undirected,191765,,1
134c,204c,Undirected,191766,,3
134c,001c,Undirected,191767,,1
134c,346c,Undirected,191768,,2
134c,352c,Undirected,191769,,1
134c,443c,Undirected,191770,,2
134c,497c,Undirected,191771,,1
134p,556p,Undirected,191772,,4
134p,644p,Undirected,191773,,4
134p,248c,Undirected,191774,,4
134p,759p,Undirected,191775,,4
134p,927p,Undirected,191776,,4
1352p,104c,Undirected,191777,,1
1352p,119c,Undirected,191778,,1
1352p,146c,Undirected,191779,,1
1352p,284c,Undirected,191780,,1
1352p,389c,Undirected,191781,,1
1353p,382p,Undirected,191782,,1
1358p,1151p,Undirected,191783,,22
1358p,498c,Undirected,191784,,22
1359p,1692p,Undirected,191785,,1
135c,200c,Undirected,191786,,1
135c,346c,Undirected,191787,,1
135c,443c,Undirected,191788,,1
135c,453c,Undirected,191789,,1
135p,235p,Undirected,191790,,11
135p,908p,Undirected,191791,,11
1361p,303c,Undirected,191792,,2
1362p,388p,Undirected,191793,,20
1362p,807p,Undirected,191794,,20
1362p,849p,Undirected,191795,,17
1362p,961p,Undirected,191796,,17
1362p,1150p,Undirected,191797,,20
1362p,1662p,Undirected,191798,,17
1362p,1663p,Undirected,191799,,17
1362p,1767p,Undirected,191800,,36
1366p,1146p,Undirected,191802,,13
1366p,1690p,Undirected,191803,,1
1368p,1590p,Undirected,191804,,1
136c,056c,Undirected,191805,,7
136c,346c,Undirected,191806,,5
136c,496c,Undirected,191807,,5
136p,229c,Undirected,191808,,2
136p,668p,Undirected,191809,,2
136p,1713p,Undirected,191810,,2
1371p,1726p,Undirected,191811,,1
1374p,1746p,Undirected,191812,,1
1374p,349c,Undirected,191813,,1
1374p,389c,Undirected,191814,,1
1374p,496c,Undirected,191815,,1
1374p,514c,Undirected,191816,,1
1375p,072c,Undirected,191817,,2
1375p,349c,Undirected,191818,,2
1375p,363c,Undirected,191819,,2
1377p,096c,Undirected,191820,,1
1377p,105c,Undirected,191821,,1
1377p,349c,Undirected,191822,,1
1377p,427c,Undirected,191823,,1
1378p,119c,Undirected,191824,,2
1378p,496c,Undirected,191825,,2
1379p,200c,Undirected,191826,,2
1379p,164c,Undirected,191827,,2
1379p,427c,Undirected,191828,,2
1379p,481c,Undirected,191829,,2
1379p,1716p,Undirected,191830,,2
137p,688p,Undirected,191831,,9
137p,099c,Undirected,191832,,9
137p,709p,Undirected,191833,,9
137p,1277p,Undirected,191834,,9
1380p,352c,Undirected,191835,,2
1380p,389c,Undirected,191836,,2
1380p,545c,Undirected,191837,,2
1381p,056c,Undirected,191838,,1
1381p,130c,Undirected,191839,,1
1381p,311c,Undirected,191840,,1
1381p,346c,Undirected,191841,,1
1381p,531c,Undirected,191842,,1
1382p,1583p,Undirected,191843,,1
1385p,220p,Undirected,191844,,2
1385p,484p,Undirected,191845,,2
1385p,548c,Undirected,191846,,2
1386p,511p,Undirected,191848,,3
1386p,591p,Undirected,191849,,2
1386p,1213p,Undirected,191850,,3
1386p,1637p,Undirected,191851,,2
1386p,1788p,Undirected,191852,,4
1387p,1184p,Undirected,191853,,1
1388p,012c,Undirected,191854,,2
1388p,058c,Undirected,191855,,2
1388p,164c,Undirected,191856,,2
1388p,237c,Undirected,191857,,1
1388p,956p,Undirected,191858,,2
1388p,516c,Undirected,191859,,2
1389p,231c,Undirected,191860,,1
1389p,025c,Undirected,191861,,1
1389p,045c,Undirected,191862,,1
1389p,744p,Undirected,191863,,1
1389p,253c,Undirected,191864,,1
1389p,392c,Undirected,191865,,1
1389p,421c,Undirected,191866,,1
1389p,515c,Undirected,191867,,1
1389p,519c,Undirected,191868,,1
1389p,558c,Undirected,191869,,1
138c,204c,Undirected,191870,,6
138c,493c,Undirected,191871,,3
138p,229c,Undirected,191872,,2
138p,1913p,Undirected,191873,,2
138p,1045p,Undirected,191874,,2
138p,1094p,Undirected,191875,,2
138p,1727p,Undirected,191876,,2
1391p,623p,Undirected,191877,,2
1391p,059c,Undirected,191878,,1
1391p,496p,Undirected,191879,,2
1391p,145c,Undirected,191880,,6
1391p,591p,Undirected,191881,,2
1391p,722p,Undirected,191882,,6
1391p,245c,Undirected,191883,,6
1391p,354c,Undirected,191884,,20
1391p,366c,Undirected,191885,,1
1391p,1391p,Undirected,191886,,3
1392p,090p,Undirected,191887,,1
1392p,528p,Undirected,191888,,1
1392p,225c,Undirected,191889,,1
1392p,1020p,Undirected,191890,,1
1393p,468p,Undirected,191891,,7
1393p,936p,Undirected,191892,,1
1393p,1215p,Undirected,191893,,1
1393p,1741p,Undirected,191894,,3
1393p,1879p,Undirected,191895,,1
1395p,190p,Undirected,191896,,2
1395p,298p,Undirected,191897,,2
1395p,169c,Undirected,191898,,1
1395p,591p,Undirected,191899,,4
1395p,701p,Undirected,191900,,12
1395p,720p,Undirected,191902,,3
1395p,790p,Undirected,191903,,2
1395p,993p,Undirected,191904,,1
1395p,1386p,Undirected,191905,,1
1395p,1508p,Undirected,191906,,1
1395p,1543p,Undirected,191907,,2
1395p,1719p,Undirected,191908,,1
1399p,072c,Undirected,191909,,2
1399p,365c,Undirected,191910,,2
1399p,441c,Undirected,191911,,2
1399p,531c,Undirected,191912,,2
139p,316p,Undirected,191913,,69
139p,552p,Undirected,191914,,26
139p,1224p,Undirected,191915,,26
139p,1422p,Undirected,191916,,69
1400p,193c,Undirected,191917,,2
1400p,102c,Undirected,191918,,2
1400p,122c,Undirected,191919,,2
1400p,574p,Undirected,191920,,2
1400p,1158p,Undirected,191921,,2
1400p,1850p,Undirected,191922,,2
1400p,569c,Undirected,191923,,2
1401p,011c,Undirected,191924,,1
1401p,056c,Undirected,191925,,1
1401p,637p,Undirected,191926,,1
1401p,375c,Undirected,191927,,1
1401p,560c,Undirected,191928,,1
1402p,610p,Undirected,191929,,43
1402p,169c,Undirected,191930,,44
1402p,649p,Undirected,191931,,43
1402p,1061p,Undirected,191932,,1
1402p,1107p,Undirected,191933,,1
1402p,1575p,Undirected,191934,,1
1402p,1778p,Undirected,191935,,1
1402p,1779p,Undirected,191936,,43
1402p,1828p,Undirected,191937,,1
1403p,200c,Undirected,191938,,1
1403p,105c,Undirected,191939,,1
1403p,164c,Undirected,191940,,1
1403p,289c,Undirected,191941,,1
1403p,427c,Undirected,191942,,1
1404p,200c,Undirected,191943,,1
1404p,744p,Undirected,191944,,1
1404p,253c,Undirected,191945,,1
1404p,569c,Undirected,191946,,1
1405p,200c,Undirected,191947,,1
1405p,056c,Undirected,191948,,1
1405p,346c,Undirected,191949,,1
1405p,481c,Undirected,191950,,1
1407p,973p,Undirected,191951,,5
1407p,513c,Undirected,191952,,5
1408p,973p,Undirected,191953,,4
1408p,1308p,Undirected,191954,,4
1408p,514c,Undirected,191956,,4
1409p,239c,Undirected,191957,,5
1409p,729p,Undirected,191958,,5
1409p,793p,Undirected,191959,,5
1409p,1048p,Undirected,191960,,8
140c,047c,Undirected,191961,,1
140c,072c,Undirected,191962,,1
140c,346c,Undirected,191963,,1
140c,389c,Undirected,191964,,1
140c,515c,Undirected,191965,,1
140p,200c,Undirected,191966,,1
140p,229c,Undirected,191967,,3
140p,231c,Undirected,191968,,1
140p,096p,Undirected,191969,,3
140p,047c,Undirected,191970,,1
140p,056c,Undirected,191971,,1
140p,074c,Undirected,191972,,1
140p,164c,Undirected,191973,,1
140p,251c,Undirected,191974,,1
140p,387c,Undirected,191975,,1
140p,1111p,Undirected,191976,,3
140p,1926p,Undirected,191977,,3
140p,1462p,Undirected,191978,,3
140p,1744p,Undirected,191979,,3
1410p,015p,Undirected,191980,,1
1410p,006c,Undirected,191981,,1
1410p,033c,Undirected,191982,,1
1410p,273p,Undirected,191983,,1
1410p,107c,Undirected,191984,,1
1410p,267c,Undirected,191985,,1
1410p,1293p,Undirected,191986,,1
1410p,464c,Undirected,191987,,1
1410p,485c,Undirected,191988,,1
1412p,1900p,Undirected,191989,,6
1412p,1483p,Undirected,191990,,6
1413p,691p,Undirected,191991,,1
1413p,507p,Undirected,191992,,7
1413p,188c,Undirected,191993,,1
1413p,220c,Undirected,191994,,1
1413p,743p,Undirected,191995,,7
1413p,252c,Undirected,191996,,2
1413p,1122p,Undirected,191997,,7
1413p,411c,Undirected,191998,,6
1413p,1212p,Undirected,191999,,1
1413p,1708p,Undirected,192000,,1
1414p,200c,Undirected,192001,,1
1414p,204c,Undirected,192002,,1
1414p,761p,Undirected,192003,,1
1414p,352c,Undirected,192004,,1
1414p,389c,Undirected,192005,,1
1414p,427c,Undirected,192006,,1
1415p,172c,Undirected,192007,,1
1415p,390c,Undirected,192008,,1
1415p,418c,Undirected,192009,,1
1415p,450c,Undirected,192010,,1
1415p,1591p,Undirected,192011,,1
1416p,419p,Undirected,192012,,1
1416p,127c,Undirected,192013,,1
1416p,736p,Undirected,192014,,1
1416p,246c,Undirected,192015,,1
1416p,743p,Undirected,192016,,1
1416p,252c,Undirected,192017,,1
1416p,1070p,Undirected,192018,,1
1416p,534c,Undirected,192019,,2
1417p,1902p,Undirected,192020,,7
1417p,1122p,Undirected,192021,,7
1417p,1760p,Undirected,192022,,7
1417p,1785p,Undirected,192023,,7
1418p,209c,Undirected,192024,,1
1418p,231c,Undirected,192025,,1
1418p,250c,Undirected,192026,,1
1418p,312c,Undirected,192027,,1
1418p,1058p,Undirected,192028,,1
1418p,427c,Undirected,192029,,1
1419p,255p,Undirected,192030,,13
1419p,414c,Undirected,192031,,13
141c,323p,Undirected,192032,,2
141c,189c,Undirected,192033,,1
141c,626p,Undirected,192034,,1
141c,369c,Undirected,192035,,1
141c,547c,Undirected,192036,,1
141p,245c,Undirected,192037,,44
141p,777p,Undirected,192038,,44
141p,1210p,Undirected,192039,,44
141p,1818p,Undirected,192040,,44
1420p,1914p,Undirected,192041,,1
1420p,504p,Undirected,192042,,1
1421p,383p,Undirected,192043,,71
1421p,122c,Undirected,192044,,71
1422p,267p,Undirected,192046,,23
1422p,316p,Undirected,192047,,92
1422p,552p,Undirected,192048,,26
1422p,245c,Undirected,192049,,39
1422p,1224p,Undirected,192050,,26
1422p,505c,Undirected,192051,,16
1423p,496p,Undirected,192052,,1
1423p,1023p,Undirected,192053,,1
1424p,105c,Undirected,192054,,1
1424p,349c,Undirected,192055,,1
1424p,389c,Undirected,192056,,1
1424p,569c,Undirected,192057,,1
1425p,056c,Undirected,192058,,1
1425p,258p,Undirected,192059,,1
1425p,358p,Undirected,192060,,1
1425p,226c,Undirected,192061,,1
1425p,1762p,Undirected,192062,,1
1426p,921p,Undirected,192063,,1
1426p,1029p,Undirected,192064,,1
